user_id,id_group,ad_date,purchase_date,promo_type,time_left
164,0,2021-03-04,2021-04-10,Std Bundle,2020-11-01
4692,1,2021-02-19,,Std Bundle,2021-01-10
5044,1,2021-05-11,2021-05-27,Gold Bundle,2021-01-13
4994,1,2021-04-09,2021-05-28,Std Bundle,2021-02-17
5534,1,2021-03-05,2021-03-19,Gold Bundle,2021-01-21
1539,1,2021-07-27,2021-07-30,Platinum Bundle,2021-03-03
1453,1,2021-03-23,2021-04-15,Platinum Bundle,2020-12-04
2751,1,2021-07-06,2021-07-11,Gold Bundle,2021-04-25
1984,1,2021-03-13,2021-04-19,Bundle Limited,2020-12-07
1870,1,2021-05-15,2021-05-23,Platinum Bundle,2020-12-16
696,1,2021-01-01,2021-01-15,Platinum Bundle,2020-10-22
4971,0,2021-07-12,,Std Bundle,2021-06-07
4810,1,2021-01-23,2021-02-28,Std Bundle,2020-09-15
2893,1,2021-02-10,2021-02-26,Platinum Bundle,2020-11-15
2916,1,2021-02-16,,Std Bundle,2020-10-27
5313,1,2021-07-14,,Std Bundle,2021-05-23
2245,1,2021-07-09,,Std Bundle,2021-02-07
4345,1,2021-01-12,2021-02-13,Std Bundle,2020-07-26
3983,1,2021-02-27,,Std Bundle,2020-09-09
1280,1,2021-04-08,2021-04-25,Gold Bundle,2020-11-05
2019,1,2021-01-17,2021-03-12,Platinum Bundle,2020-10-14
5478,1,2021-04-10,2021-04-19,Gold Bundle,2021-02-18
4727,1,2021-04-18,,Platinum Bundle,2021-03-08
5635,1,2021-04-12,,Gold Bundle,2020-11-15
477,0,2021-05-04,,Std Bundle,2021-03-14
3385,1,2021-08-16,,Bundle Limited,2021-06-08
5746,1,2021-04-24,2021-05-09,Gold Bundle,2021-03-08
4643,0,2021-07-30,2021-08-15,Std Bundle,2021-06-26
1874,0,2021-06-01,,Std Bundle,2021-01-25
236,1,2021-03-05,,Std Bundle,2020-09-17
2180,1,2021-03-25,,Platinum Bundle,2020-12-11
625,1,2021-01-30,,Std Bundle,2020-09-28
1466,1,2021-02-22,2021-03-11,Gold Bundle,2020-09-22
3571,1,2021-02-01,2021-02-06,Gold Bundle,2020-10-14
2860,0,2021-06-14,,Std Bundle,2021-03-30
3538,1,2021-03-03,2021-03-15,Gold Bundle,2020-12-24
524,1,2021-08-13,,Std Bundle,2021-04-08
3325,1,2021-06-24,2021-07-13,Platinum Bundle,2021-03-19
682,1,2021-05-15,,Platinum Bundle,2021-03-12
5348,1,2021-07-07,2021-08-12,Gold Bundle,2021-05-15
362,0,2021-04-18,,Std Bundle,2020-12-27
798,1,2021-06-21,2021-06-24,Gold Bundle,2021-02-01
4869,1,2021-03-01,,Platinum Bundle,2020-12-28
2922,1,2021-07-29,2021-08-10,Std Bundle,2021-02-15
410,0,2021-02-18,,Std Bundle,2020-12-26
1377,1,2021-05-15,2021-07-06,Platinum Bundle,2020-12-07
5350,1,2021-05-18,2021-07-10,Bundle Limited,2021-04-07
3852,1,2021-01-19,2021-01-25,Gold Bundle,2020-10-15
4220,1,2021-04-04,2021-04-11,Gold Bundle,2020-10-07
3117,1,2021-07-12,,Platinum Bundle,2021-04-09
148,1,2021-03-11,2021-04-27,Std Bundle,2020-09-13
2706,1,2021-07-10,,Platinum Bundle,2021-04-12
3241,1,2021-02-07,,Platinum Bundle,2020-12-05
3141,1,2021-03-05,,Std Bundle,2020-10-16
5671,1,2021-04-28,2021-05-01,Gold Bundle,2020-12-11
220,1,2021-02-10,,Std Bundle,2020-11-23
4750,1,2021-06-26,2021-07-16,Platinum Bundle,2021-03-22
119,1,2021-04-20,,Std Bundle,2021-01-29
3954,1,2021-02-17,2021-03-15,Platinum Bundle,2020-12-23
485,1,2021-03-11,,Std Bundle,2021-01-21
800,1,2021-06-30,2021-08-23,Platinum Bundle,2021-05-21
3878,1,2021-03-31,2021-04-05,Platinum Bundle,2020-11-12
758,1,2021-04-20,2021-04-29,Gold Bundle,2021-03-03
4938,1,2021-03-02,2021-04-05,Gold Bundle,2020-10-27
4469,1,2021-06-23,2021-08-14,Bundle Limited,2021-02-22
1320,1,2021-03-02,2021-03-14,Std Bundle,2020-10-30
3540,1,2021-04-26,2021-06-12,Platinum Bundle,2020-12-24
5273,1,2021-01-15,,Platinum Bundle,2020-11-06
1020,1,2021-07-26,2021-08-09,Platinum Bundle,2021-04-22
1931,1,2021-07-15,2021-08-16,Gold Bundle,2021-02-03
2067,1,2021-01-12,,Platinum Bundle,2020-08-19
643,0,2021-05-10,,Std Bundle,2021-01-11
4502,1,2021-04-28,2021-06-20,Bundle Limited,2020-12-12
4342,0,2021-04-24,,Std Bundle,2020-11-09
2479,1,2021-04-17,,Gold Bundle,2020-12-30
3540,1,2021-03-25,2021-04-13,Gold Bundle,2020-12-07
2846,1,2021-06-18,2021-07-15,Gold Bundle,2021-05-09
770,0,2021-04-24,,Std Bundle,2021-03-15
2081,1,2021-06-04,2021-07-30,Platinum Bundle,2020-12-17
5605,1,2021-03-23,,Platinum Bundle,2020-12-08
3384,1,2021-05-04,2021-05-31,Platinum Bundle,2021-01-01
3273,1,2021-01-25,2021-01-29,Gold Bundle,2020-09-01
4602,1,2021-01-21,2021-02-14,Gold Bundle,2020-11-21
3536,0,2021-01-14,,Std Bundle,2020-08-15
5383,1,2021-03-07,2021-03-23,Gold Bundle,2020-10-22
4311,1,2021-04-14,2021-05-10,Platinum Bundle,2020-11-30
340,1,2021-04-05,2021-04-23,Gold Bundle,2020-12-29
5607,1,2021-01-17,2021-01-23,Gold Bundle,2020-09-28
2347,1,2021-04-15,,Std Bundle,2021-01-31
4195,0,2021-03-19,,Std Bundle,2020-12-24
4708,1,2021-05-28,,Platinum Bundle,2021-03-03
2206,1,2021-04-18,2021-04-25,Gold Bundle,2021-01-28
1233,1,2021-07-17,,Platinum Bundle,2021-02-18
3838,1,2021-05-20,,Std Bundle,2021-04-13
3511,1,2021-01-20,,Std Bundle,2020-08-03
167,1,2021-05-19,2021-06-23,Gold Bundle,2021-02-07
2079,1,2021-04-08,,Std Bundle,2020-12-21
4195,1,2021-02-11,,Platinum Bundle,2020-11-03
2312,1,2021-06-06,,Platinum Bundle,2021-04-03
4016,1,2021-05-29,,Std Bundle,2021-02-11
3589,1,2021-05-29,2021-07-09,Platinum Bundle,2021-03-06
5449,1,2021-04-09,2021-05-02,Std Bundle,2020-12-01
5761,1,2021-07-28,2021-08-06,Gold Bundle,2021-03-18
2895,1,2021-01-10,2021-02-12,Gold Bundle,2020-09-18
1312,1,2021-02-07,2021-03-06,Gold Bundle,2021-01-07
1899,1,2021-05-18,2021-06-18,Gold Bundle,2020-12-16
371,0,2021-04-12,2021-04-26,Std Bundle,2020-10-23
5460,1,2021-04-09,,Std Bundle,2020-11-20
4619,0,2021-01-08,2021-01-25,Std Bundle,2020-09-13
2749,1,2021-03-07,2021-04-11,Bundle Limited,2020-10-29
2604,1,2021-03-21,2021-05-21,Std Bundle,2020-12-13
3309,1,2021-02-12,2021-03-06,Platinum Bundle,2020-09-11
2784,1,2021-03-29,2021-04-02,Gold Bundle,2021-01-02
2697,1,2021-05-18,2021-06-12,Std Bundle,2021-02-01
2214,1,2021-02-23,2021-03-14,Gold Bundle,2020-09-02
1076,1,2021-03-09,2021-03-12,Platinum Bundle,2020-11-09
3623,1,2021-06-06,2021-07-10,Gold Bundle,2020-12-29
2657,1,2021-05-10,,Std Bundle,2020-12-23
3985,1,2021-06-07,2021-06-16,Gold Bundle,2021-02-12
4019,1,2021-04-26,2021-05-25,Platinum Bundle,2021-02-26
4593,1,2021-05-29,,Platinum Bundle,2021-01-16
372,1,2021-07-24,,Bundle Limited,2021-02-16
5467,1,2021-04-29,,Std Bundle,2020-11-19
409,0,2021-01-22,,Std Bundle,2020-10-28
5570,1,2021-03-19,2021-04-06,Platinum Bundle,2020-12-16
4370,0,2021-07-03,,Std Bundle,2021-03-03
1228,1,2021-03-25,,Platinum Bundle,2021-02-19
4742,1,2021-05-15,2021-05-31,Gold Bundle,2021-04-02
211,1,2021-01-28,2021-02-18,Gold Bundle,2020-08-29
4797,1,2021-04-09,2021-06-02,Platinum Bundle,2020-11-23
2047,1,2021-04-11,2021-05-11,Platinum Bundle,2021-02-26
3456,1,2021-07-10,2021-07-21,Std Bundle,2021-02-06
4737,1,2021-07-21,,Platinum Bundle,2021-06-17
2152,1,2021-05-26,,Std Bundle,2020-12-13
488,1,2021-01-28,2021-02-23,Gold Bundle,2020-11-27
2350,1,2021-07-06,,Platinum Bundle,2021-05-15
862,1,2021-04-30,,Platinum Bundle,2021-03-07
5559,1,2021-02-06,2021-02-21,Gold Bundle,2020-10-28
709,0,2021-03-19,,Std Bundle,2020-12-27
237,1,2021-03-31,,Gold Bundle,2020-12-01
4262,1,2021-02-25,2021-03-02,Gold Bundle,2020-11-26
910,1,2021-07-11,,Platinum Bundle,2021-05-13
2928,1,2021-03-23,2021-04-22,Gold Bundle,2021-02-05
3951,1,2021-07-02,2021-08-02,Gold Bundle,2021-02-14
4337,0,2021-05-22,,Std Bundle,2020-12-03
5694,1,2021-03-20,2021-04-04,Platinum Bundle,2020-11-16
3720,1,2021-03-26,2021-05-21,Platinum Bundle,2020-11-08
4243,1,2021-03-10,,Platinum Bundle,2020-10-19
4781,1,2021-05-31,,Platinum Bundle,2021-03-07
1614,1,2021-04-23,2021-05-31,Platinum Bundle,2021-01-06
1578,1,2021-05-21,2021-06-24,Gold Bundle,2021-03-28
2846,1,2021-06-17,,Std Bundle,2021-04-04
4490,1,2021-02-11,,Std Bundle,2020-09-19
700,1,2021-02-21,2021-03-15,Platinum Bundle,2020-09-01
5119,1,2021-04-19,,Platinum Bundle,2021-02-16
5561,1,2021-01-27,2021-03-04,Bundle Limited,2020-09-28
999,1,2021-03-08,,Std Bundle,2020-11-11
5698,1,2021-05-30,,Std Bundle,2021-04-07
5034,1,2021-02-16,,Platinum Bundle,2020-08-29
3806,1,2021-07-21,2021-09-03,Platinum Bundle,2021-02-09
1067,1,2021-05-08,2021-06-10,Platinum Bundle,2021-01-27
2338,1,2021-01-19,,Std Bundle,2020-12-09
1988,1,2021-04-18,2021-04-26,Gold Bundle,2020-12-17
51,1,2021-05-28,,Std Bundle,2021-04-03
5240,0,2021-04-03,,Std Bundle,2020-12-04
66,1,2021-05-16,,Std Bundle,2021-02-05
906,1,2021-04-27,,Platinum Bundle,2020-11-09
1816,0,2021-01-18,,Std Bundle,2020-12-01
5326,1,2021-06-18,,Std Bundle,2021-01-01
1003,1,2021-04-11,2021-05-21,Bundle Limited,2020-10-29
2648,1,2021-05-01,2021-05-30,Gold Bundle,2021-02-24
1456,1,2021-04-22,,Gold Bundle,2021-01-29
5632,1,2021-05-04,,Platinum Bundle,2021-01-16
593,1,2021-01-03,2021-01-22,Gold Bundle,2020-10-16
831,1,2021-04-06,,Platinum Bundle,2021-01-23
1828,1,2021-07-17,2021-09-03,Bundle Limited,2021-03-25
1852,1,2021-05-13,2021-07-02,Bundle Limited,2020-12-15
4032,1,2021-02-12,,Platinum Bundle,2020-12-20
5800,1,2021-01-23,2021-02-22,Gold Bundle,2020-09-30
2267,1,2021-04-06,2021-04-10,Gold Bundle,2020-11-10
3127,1,2021-08-15,2021-09-04,Gold Bundle,2021-03-01
2141,1,2021-01-23,,Platinum Bundle,2020-08-04
3657,1,2021-02-26,2021-04-16,Platinum Bundle,2020-12-14
4245,1,2021-01-15,2021-02-11,Gold Bundle,2020-11-22
3119,1,2021-05-26,2021-06-22,Platinum Bundle,2020-12-20
872,1,2021-01-15,,Gold Bundle,2020-08-16
3187,1,2021-03-24,2021-04-09,Platinum Bundle,2020-12-18
4518,0,2021-02-05,,Std Bundle,2020-10-29
2212,0,2021-06-15,2021-07-26,Std Bundle,2021-01-11
1098,1,2021-07-30,2021-09-05,Bundle Limited,2021-04-14
3348,1,2021-02-25,2021-04-13,Std Bundle,2021-01-21
4589,1,2021-06-13,,Std Bundle,2021-02-07
5842,1,2021-05-06,2021-06-08,Platinum Bundle,2020-11-11
3960,1,2021-05-03,,Std Bundle,2021-01-28
2514,1,2021-03-15,,Std Bundle,2020-11-28
4716,1,2021-01-27,2021-02-16,Gold Bundle,2020-10-06
2162,1,2021-05-04,2021-05-17,Gold Bundle,2021-03-11
2413,1,2021-03-16,2021-04-16,Std Bundle,2021-02-02
5802,1,2021-06-27,2021-07-14,Platinum Bundle,2021-05-09
4338,0,2021-01-14,,Std Bundle,2020-10-29
3149,1,2021-08-26,,Gold Bundle,2021-06-25
3883,1,2021-05-20,2021-05-31,Gold Bundle,2021-02-08
5482,1,2021-03-22,2021-05-04,Bundle Limited,2020-09-23
4617,1,2021-01-08,2021-02-05,Platinum Bundle,2020-09-19
3223,1,2021-01-24,2021-02-19,Gold Bundle,2020-11-12
2068,1,2021-02-08,2021-03-26,Bundle Limited,2020-11-18
4799,0,2021-06-21,,Std Bundle,2020-12-24
3875,1,2021-08-02,,Platinum Bundle,2021-05-02
3341,1,2021-01-09,2021-02-08,Gold Bundle,2020-09-15
2765,1,2021-03-06,2021-04-19,Bundle Limited,2021-01-26
5374,1,2021-06-22,2021-08-10,Std Bundle,2021-01-25
4311,1,2021-03-23,2021-04-24,Platinum Bundle,2021-01-03
2182,1,2021-04-04,,Std Bundle,2021-02-20
4733,1,2021-07-07,2021-07-20,Gold Bundle,2021-02-06
1632,1,2021-04-17,,Platinum Bundle,2021-03-08
5123,1,2021-05-12,,Std Bundle,2021-02-20
4385,1,2021-01-22,2021-02-27,Bundle Limited,2020-08-23
2485,0,2021-08-12,,Std Bundle,2021-04-20
4432,1,2021-05-20,,Platinum Bundle,2021-02-24
685,0,2021-08-07,,Std Bundle,2021-07-05
2145,1,2021-04-22,2021-04-26,Gold Bundle,2020-12-27
3082,1,2021-04-27,2021-05-15,Gold Bundle,2021-01-07
2767,1,2021-03-17,2021-05-25,Std Bundle,2020-09-18
3302,1,2021-07-02,,Gold Bundle,2021-03-24
1483,1,2021-05-21,,Platinum Bundle,2021-03-27
938,1,2021-04-10,2021-05-23,Std Bundle,2021-03-11
829,1,2021-03-27,2021-04-20,Std Bundle,2020-12-10
2992,1,2021-07-30,2021-08-07,Platinum Bundle,2021-06-11
5094,1,2021-01-04,,Platinum Bundle,2020-10-29
2243,1,2021-05-21,2021-05-29,Gold Bundle,2021-01-22
3401,1,2021-03-05,2021-03-31,Gold Bundle,2021-01-29
3604,1,2021-02-28,,Std Bundle,2020-11-15
3383,1,2021-04-29,2021-06-16,Bundle Limited,2021-03-09
2838,1,2021-07-13,,Platinum Bundle,2021-02-28
273,1,2021-02-19,2021-03-12,Gold Bundle,2020-12-23
3238,0,2021-01-31,,Std Bundle,2020-10-29
4520,1,2021-01-20,,Std Bundle,2020-10-29
957,1,2021-05-27,2021-06-16,Gold Bundle,2021-04-03
5542,1,2021-03-06,2021-04-07,Gold Bundle,2021-01-27
4380,1,2021-02-02,2021-02-10,Gold Bundle,2020-10-25
1000,1,2021-02-14,,Platinum Bundle,2021-01-06
1856,1,2021-02-16,2021-03-10,Gold Bundle,2020-10-28
2414,1,2021-05-17,2021-06-04,Gold Bundle,2020-12-26
645,0,2021-06-24,,Std Bundle,2021-01-27
1989,1,2021-03-01,2021-04-11,Bundle Limited,2020-12-27
4653,1,2021-03-08,,Platinum Bundle,2020-12-28
2064,1,2021-04-29,,Std Bundle,2020-11-16
1623,1,2021-01-22,2021-03-20,Platinum Bundle,2020-09-30
4251,0,2021-04-07,,Std Bundle,2021-01-10
1986,0,2021-01-26,,Std Bundle,2020-07-31
4146,1,2021-02-03,,Std Bundle,2020-12-27
3691,1,2021-01-12,,Std Bundle,2020-11-07
3083,1,2021-05-13,2021-06-22,Bundle Limited,2021-02-17
1854,1,2021-07-18,2021-07-25,Gold Bundle,2021-06-18
3477,1,2021-05-26,2021-06-16,Std Bundle,2021-01-12
3974,0,2021-02-23,2021-05-02,Std Bundle,2020-08-30
893,1,2021-05-18,,Platinum Bundle,2021-04-08
5795,1,2021-04-02,,Std Bundle,2020-12-04
1097,1,2021-04-22,2021-05-14,Gold Bundle,2020-11-09
5690,1,2021-01-07,2021-01-18,Platinum Bundle,2020-10-11
4898,1,2021-03-10,,Platinum Bundle,2021-01-10
4204,1,2021-02-14,,Platinum Bundle,2020-12-01
5096,0,2021-02-09,,Std Bundle,2020-11-09
2172,1,2021-04-09,2021-05-15,Gold Bundle,2020-12-30
3240,0,2021-01-08,,Std Bundle,2020-11-27
733,1,2021-02-02,2021-02-13,Gold Bundle,2020-08-09
2177,1,2021-01-07,2021-02-26,Platinum Bundle,2020-08-03
2148,1,2021-05-26,,Platinum Bundle,2020-12-24
2915,0,2021-04-17,,Std Bundle,2021-02-24
2106,1,2021-01-14,2021-01-30,Platinum Bundle,2020-08-27
2324,0,2021-05-18,2021-07-14,Std Bundle,2021-01-04
4557,1,2021-01-29,2021-03-24,Platinum Bundle,2020-08-20
5005,1,2021-04-28,,Std Bundle,2020-12-17
4762,1,2021-05-15,2021-06-16,Platinum Bundle,2021-01-23
5334,0,2021-01-16,,Std Bundle,2020-08-07
5644,1,2021-07-14,2021-08-10,Platinum Bundle,2021-04-13
146,1,2021-07-15,2021-09-02,Bundle Limited,2021-03-02
3413,1,2021-07-02,2021-08-02,Gold Bundle,2021-04-27
2656,1,2021-07-24,2021-08-17,Gold Bundle,2021-03-02
1637,1,2021-01-27,2021-02-22,Platinum Bundle,2020-11-22
1792,1,2021-03-09,2021-03-29,Gold Bundle,2021-01-28
1394,1,2021-06-01,2021-06-10,Platinum Bundle,2020-12-08
5603,1,2021-01-26,2021-02-21,Gold Bundle,2020-09-21
3448,1,2021-05-10,2021-05-25,Gold Bundle,2021-03-02
1288,1,2021-04-26,2021-04-30,Gold Bundle,2020-11-13
2554,1,2021-04-28,2021-06-22,Bundle Limited,2020-12-17
4130,0,2021-05-03,,Std Bundle,2021-02-11
1119,1,2021-07-01,2021-08-08,Std Bundle,2021-04-22
5734,1,2021-01-28,2021-02-21,Gold Bundle,2020-11-20
4430,1,2021-02-05,2021-03-01,Platinum Bundle,2020-11-09
351,1,2021-05-03,2021-05-26,Gold Bundle,2020-12-28
2194,1,2021-06-22,2021-07-01,Gold Bundle,2021-03-28
3970,1,2021-04-30,2021-06-04,Gold Bundle,2020-11-06
2260,1,2021-04-18,2021-05-21,Gold Bundle,2021-03-15
1842,1,2021-03-07,2021-03-17,Platinum Bundle,2020-12-11
5381,1,2021-04-20,2021-06-07,Bundle Limited,2021-03-02
445,1,2021-01-21,2021-02-20,Std Bundle,2020-11-21
2990,1,2021-05-27,2021-06-25,Gold Bundle,2020-12-17
5494,1,2021-04-16,2021-04-29,Platinum Bundle,2021-01-25
1916,1,2021-05-06,,Std Bundle,2021-03-21
2463,1,2021-03-15,,Std Bundle,2020-10-02
3488,1,2021-05-12,2021-05-22,Gold Bundle,2020-12-06
5751,1,2021-06-07,2021-06-15,Platinum Bundle,2021-04-28
234,0,2021-03-17,,Std Bundle,2021-02-12
1401,1,2021-05-21,2021-05-25,Gold Bundle,2020-11-27
73,0,2021-05-08,,Std Bundle,2020-11-19
3061,1,2021-08-04,,Std Bundle,2021-02-20
71,1,2021-05-09,2021-05-22,Platinum Bundle,2021-03-07
2404,1,2021-05-05,2021-05-28,Platinum Bundle,2021-01-07
1837,1,2021-05-11,2021-05-18,Platinum Bundle,2021-01-07
1547,1,2021-06-06,2021-07-29,Bundle Limited,2021-04-11
4296,1,2021-04-23,2021-04-29,Platinum Bundle,2020-10-26
1725,1,2021-04-25,2021-05-04,Platinum Bundle,2021-02-26
2122,1,2021-04-09,2021-04-25,Platinum Bundle,2021-02-26
5145,0,2021-06-12,2021-08-10,Std Bundle,2021-03-10
3114,1,2021-05-09,2021-05-16,Gold Bundle,2021-01-07
4132,1,2021-06-01,2021-06-30,Gold Bundle,2021-03-19
1779,1,2021-06-19,2021-07-20,Gold Bundle,2021-01-20
3095,1,2021-06-09,2021-06-13,Platinum Bundle,2021-03-22
2125,1,2021-04-24,2021-05-05,Platinum Bundle,2021-03-07
5283,1,2021-07-14,2021-08-07,Gold Bundle,2021-05-26
646,1,2021-04-04,,Std Bundle,2020-11-18
1195,1,2021-04-24,2021-05-09,Platinum Bundle,2020-11-12
5759,1,2021-03-02,2021-04-06,Gold Bundle,2020-12-27
4879,1,2021-02-22,2021-03-03,Gold Bundle,2020-09-21
1831,1,2021-07-17,2021-08-10,Platinum Bundle,2021-02-20
2315,1,2021-03-26,2021-04-04,Platinum Bundle,2020-10-24
5413,1,2021-06-08,2021-06-30,Platinum Bundle,2021-03-03
2231,1,2021-05-11,2021-06-16,Gold Bundle,2021-03-07
2607,1,2021-04-09,2021-04-16,Gold Bundle,2020-10-24
4865,1,2021-02-09,2021-02-24,Gold Bundle,2020-10-22
487,1,2021-03-31,2021-04-07,Std Bundle,2021-01-08
3809,1,2021-08-28,,Std Bundle,2021-03-07
1214,1,2021-02-10,2021-03-11,Gold Bundle,2020-11-08
785,1,2021-02-22,,Std Bundle,2020-10-07
5065,1,2021-04-13,2021-05-09,Platinum Bundle,2021-02-05
27,0,2021-01-15,2021-03-13,Std Bundle,2020-08-12
5299,1,2021-06-01,2021-06-10,Platinum Bundle,2021-02-25
5518,1,2021-02-10,2021-02-22,Platinum Bundle,2020-11-05
1031,1,2021-04-22,,Std Bundle,2020-11-06
2136,1,2021-06-23,2021-07-21,Gold Bundle,2021-03-23
3164,1,2021-05-24,2021-06-30,Bundle Limited,2021-03-27
